question,summary
"THEME: Beautiful, I am a patient of FA MESSAGE: Hello, my name is [NAME], I am a 24-year-old child with Friedreich Ataxia and I have a 23-year-old brother with the same illness a. We are desperate to find a cure or something to help us because every day that passes is a step back in this disease. We live in Mexico but we can go anywhere if necessary. I do not know if you have Skype account to have more information about your knowledge of FA disease that can help us and speak more about our case, I will be very grateful. I appreciate your time and look forward to your response.","Where can I find information on Friedreich Ataxia, including treatment options?"
"THEME: ALT in the MESSAGE of the blood: My ALT is 45, AST is 56. What is the best way or test to know the reason for these values increased in the blood. And any possible treatment without knowing the reason. I am a [LOCALIZATION] who has retired life. I feel 99-100 F most of the time, age 73, wt 87 kg, non-alkohol, no smoking, etc.",What are the causes of and treatments for eleveted ALT and AST?
THEME: Does Tolnaftate work to help nail fungus? MESSAGE: Help Tolnaftate with nail fungus in the feet?,Is Tolnaftate prescribed for toenail fungus?
THEME: Generic ingredients valsartan MESSAGE: I currently take Diovan and my insurance company is suggesting its generic valsartan. I have celiac disease and I cannot have gluten. Can you tell me if your product is gluten-free?,What are the ingredients of valsartan and is it gluten free?
THEME: Hair loss Information Required MESSAGE: Can you provide something to help grow my hair again? I need my hair back as im the double spitting of Dr bad without hair.,What are the treatments for hair loss?
"THEME: MESSAGE OF lupus: Hello, I want to know about Lupus and its treatment.",Where can I find information on lupus and what are the treatments for it?
"THEME: MESSAGE of the ball and the base joint: Sir, with due respect I would like to declare that there is a pain in my ball and the base joint . I did not feel and pain in normal or inferior position as I raise my hard there is a huge place of pain in my ball and the base joint . please prescribe a medicine for the cure .",What are the treatments for joint pain?
THEME: CHUNT IN THE MESSAGE OF BACK: You can do chunt from the vertebrae instead of the skull. My son needed a chunt because of the high fluid pressure in the brain. I need advice which method will be the best.,What is the procedure for inserting a shunt to relieve high fluid pressure in the brain?
"GERD. I am a 72-year-old woman, and I have diverticulosis, gastritis and esophagitis. I tried to see three different doctors today, but they were all hired. I honestly don’t know what to do. It hurts in my chest, and I can barely talk.","How to treat chest pain potentially associated with  diverticulosis, gastritis, and esophagitis?"
"THEME: Heterotopia Periventricular MESSAGE: I have a 10-year-old child with that syndrome and I would like to know if there is someone doing reset about it. At the same time I would like to learn more about it. When my son was diagnosed I was told that I was not going to be able to do anything at all. He was very weak, learn to walk when I was 7. It was difficult but I will do anything for my baby.","Where can I find information on periventricular heterotopia, including the latest research?"
"THEME: MESSAGE WEIGHTS: Hi I had shingles a while ago on my left forehead and above my eye, not long after it started again, this time under my left chest, extremely painful and I wonder can this start again? ty [NAME]",Where can I find information on recurrent shingles?
"My mother is 82 years old, suffering from anixity and depression for the last 10 years she was targeted 3 years ago in the deminita set. Do you have all an office in [LOCALIZATION] NC? Can you recommend someone. do you have serethone syndrome and nothing helps.","Where can I find information on early onset dementia, and how can I find physician(s) who specialize in it in North Carolina?"
"Duchenne Muscular Dystrophy. I am doing a research project on this genetic disease and I would like to know more about it from a professional. I am researching the way of inheritance, symptoms, treatments/support groups, and the relative cost of the family.","Where can I find information about Duchenne Muscular Dystrophy, specifically mode of inheritance, symptoms, treatments/ support groups, and relative cost to family?"
Are jumper genes [transposons] associated with lynching syndrome? [NAME],Are jumping genes [transposons] associated with Lynch syndrome?
SUBJECT: ClinicalTrials.gov - General Complaint MESSAGE: Dear sir/ma'am. I am a patient suffering from Friedreich's ataxia and I have heard that there was a medicine for it. In 2009 and since we are looking kindly for medicine help in this and I have the DNA report could please help us in this as there are two people aged 22 and 24 years suffering from it respectively. Seeking your help in this as soon as possible and please let us know when the medication will be there on the market and attaching two files for your reference.,What are the treatments for friedreich's ataxia?
stomach pain. My 13y son is facing upper abdominal pain divergingly at mornig time and slightly after eating lunch and in the evening after dinner. kindly I went five doctors and ultra scan too but unsolved problem.pls advaice me what to do.,"Where can I find information on upper abdominal pain, including diagnosis and treatment?"
"ClinicalTrials.gov - Question - general information. I am a twice peg/ interferon non-responder, under medical attention at [LOCALIZATION] Medical center, had an eye problem, at the same time I was almost virus free. I need in a clinical trial back treatment with Sofosbuvir.",Where can I find information on clinical trials for sofosbuvir?
THEME: Severe weakness throughout the body MESSAGE: Could you tell me why the body would be seriously weak. And after viral infection the body does not become normal is still seriously weak,What are the causes of severe body weakness?
"My 16-month-old son has this. He doesn’t sit in our way yet, but he’s still trying and improving on grabbing things, etc. etc. Have you read about other cases that seem 10,000 times worse. Is it possible that this post from his brain to grow to normal and grow out of it?",What is the prognosis for polymicrogyria?
